,BrandClean,Recycled,Quantity,BottleType,Weight,Colour,Alcohol,SupplierCity,SupplierCountry,DestinationCity,DestinationCountry,Tonnage,Tonnage%PCR,Tonnage_PCR,SupLat,SupLong,DestLat,DestLong,ProductCode/SKU,Product name,Brand,Distance_km,EmissionFactor,Carbon_Impact_kgCO2,Carbon_Impact_tCO2,Brand_Carbon_Impact_t,Emission_Category
7546,Blenders,0.55,45195.0,75.0,420,Flint,Whisky,FIROZABAD,INDIA,Nalagarh,INDIA,18.9819,10.440045,10.440045,27.1527986,78.3991439,31.042466,76.7176443,BTBPQGEN12,GLASS BOTTLE_BLENDERS PRIDE_750ml,BLENDERS PRIDE,462.317748622655,0.15,1316.35,1.32,2580.63,Very High
7547,Imperial Blue,100.0,45183.0,75.0,400,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,18.0732,0.0,1807.32,17.360589,78.4740613,17.360589,78.4740613,BTIBQGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_750ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
7548,Imperial Blue,100.0,45170.0,18.0,145,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,6.54965,0.0,654.9649999999999,17.360589,78.4740613,17.360589,78.4740613,BTIBNGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
7549,Blenders,0.296,45150.0,100.0,590,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,26.6385,7.884996,7.884996,17.360589,78.4740613,17.360589,78.4740613,BTBPLGEN12,PLAIN BOTTLES - BULK_BLENDERS PRIDE_1000ml,BLENDERS PRIDE,0.0,0.15,0.0,0.0,2580.63,Very High
7550,Royal Stag,100.0,45132.0,18.0,170,Flint,Whisky,CUTTACK,INDIA,Bhubneshwar,INDIA,7.67244,0.0,767.244,20.4686,85.8792,20.9603876,82.719444,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,333.1477915419388,0.15,383.41,0.38,8615.19,Very High
7551,100 Pipers,0.527,45120.0,18.0,190,Flint,Whisky,SURAT,INDIA,Hyderabad,INDIA,8.5728,4.515008,4.5178656,21.2094892,72.8317058,17.360589,78.4740613,BTHPNGEN06,GLASS BOTTLE_100 PIPERS_180ml,100 PIPERS,730.5136458037183,0.15,939.38,0.94,394.82,High
7552,Blenders,0.3,45120.0,75.0,420,FLINT,WHISKY,FIROZABAD,INDIA,Derabassi,INDIA,18.9504,5.68512,5.6851199999999995,27.1527986,78.3991439,30.5964,76.8433,BTBPQOSC12,GLASS BOTTLE_BLENDERS PRIDE_750ml,BLENDERS PRIDE,411.7739228089957,0.15,1170.49,1.17,2580.63,Very High
7553,Royal Stag,0.3,45120.0,37.5,280,FLINT,WHISKY,FIROZABAD,INDIA,Derabassi,INDIA,12.6336,3.79008,3.79008,27.1527986,78.3991439,30.5964,76.8433,BTRBPGEN04,GLASS BOTTLE_ROYAL STAG BARREL SELECT_375ml,ROYAL STAG BARREL SELECT,411.7739228089957,0.15,780.33,0.78,530.73,Very High
7554,Royal Stag,100.0,45072.0,37.5,280,FLINT,WHISKY,GUWAHATI,INDIA,Guwahati,INDIA,12.62016,0.0,1262.016,26.1805978,91.753943,26.1805978,91.753943,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
7555,Imperial Blue,100.0,45066.0,37.5,240,Flint,Whisky,GUWAHATI,INDIA,Guwahati,INDIA,10.81584,0.0,1081.584,26.1805978,91.753943,26.1805978,91.753943,BTIBPGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_375ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
7556,Blenders,0.296,45024.0,37.5,250,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,11.256,3.331776,3.331776,17.360589,78.4740613,17.360589,78.4740613,BTBPPOSC12,PLAIN BOTTLES - BULK_BLENDERS PRIDE_375ml,BLENDERS PRIDE,0.0,0.15,0.0,0.0,2580.63,Very High
7557,Blenders,0.377,45024.0,37.5,250,Flint,Whisky,BHONGIR,INDIA,Vijaywada,INDIA,11.256,4.243512,4.243512,17.5172789,78.8863383,16.511298,80.6346206,BTBPPOSC12,PLAIN BOTTLES - BULK_BLENDERS PRIDE_375ml,BLENDERS PRIDE,216.94922629865994,0.15,366.3,0.37,2580.63,Very High
7558,Blenders,0.296,45024.0,37.5,250,Flint,Whisky,HYDERABAD,INDIA,Bangalore,INDIA,11.256,3.331776,3.331776,17.360589,78.4740613,12.9767936,77.590082,BTBPPOSC12,GLASS BOTTLE_BLENDERS PRIDE_375ml,BLENDERS PRIDE,496.5964138576476,0.15,838.45,0.84,2580.63,Very High
7559,Blenders,0.15,45000.0,37.5,330,Flint,Whisky,BAHADURGARH,INDIA,Hoogly,INDIA,14.85,2.2275,2.2275,28.6933239,76.9332373,22.545643,88.31298178159038,BTBRPGEN03,GLASS BOTTLE_BLENDERS PRIDE RESERVE COLLECTION_375ml,BLENDERS PRIDE RESERVE COLLECTION,1328.9783818539772,0.05,986.77,0.99,436.98,High
7560,Blenders,0.15,45000.0,37.5,330,Flint,Whisky,BAHADURGARH,INDIA,Karnal ,INDIA,14.85,2.2275,2.2275,28.6933239,76.9332373,29.6803266,76.9896254,BTBRPGEN03,GLASS BOTTLE_BLENDERS PRIDE RESERVE COLLECTION_375ml,BLENDERS PRIDE RESERVE COLLECTION,109.88611452825249,0.15,244.77,0.24,436.98,High
7561,Blenders,0.15,45000.0,37.5,330,Flint,Whisky,BAHADURGARH,INDIA,Behror,INDIA,14.85,2.2275,2.2275,28.6933239,76.9332373,27.8900657,76.2858227,BTBRPGEN03,GLASS BOTTLE_BLENDERS PRIDE RESERVE COLLECTION_375ml,BLENDERS PRIDE RESERVE COLLECTION,109.52572523388802,0.15,243.97,0.24,436.98,High
7562,Blenders,0.15,45000.0,37.5,330,Flint,Whisky,BAHADURGARH,INDIA,Bhubneshwar,INDIA,14.85,2.2275,2.2275,28.6933239,76.9332373,20.9603876,82.719444,BTBRPGEN03,GLASS BOTTLE_BLENDERS PRIDE RESERVE COLLECTION_375ml,BLENDERS PRIDE RESERVE COLLECTION,1038.9622547002339,0.05,771.43,0.77,436.98,High
7563,Imperial Blue,0.15,45000.0,37.5,240,Flint,Whisky,BAHADURGARH,INDIA,Derabassi,INDIA,10.8,1.62,1.62,28.6933239,76.9332373,30.5964,76.8433,BTIBPOSC07,PLAIN BOTTLES - BULK_IMPERIAL BLUE_375ml,IMPERIAL BLUE,211.7907947273385,0.15,343.1,0.34,5136.66,Very High
7564,Imperial Blue,0.3,45000.0,75.0,410,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,18.45,5.535,5.534999999999999,27.1527986,78.3991439,22.545643,88.31298178159038,BTIBQOSC12,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,1123.2676406967214,0.05,1036.21,1.04,5136.66,Very High
7565,Imperial Blue,100.0,44992.0,75.0,400,Flint,Whisky,YAMUNANAGAR,INDIA,Karnal ,INDIA,17.9968,0.0,1799.68,30.1231349,77.286329,29.6803266,76.9896254,BTIBQGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_750ml,IMPERIAL BLUE,56.941563379269034,0.15,153.71,0.15,5136.66,Very High
7566,Royal Stag,0.3,44960.0,37.5,280,FLINT,WHISKY,FIROZABAD,INDIA,Karnal ,INDIA,12.5888,3.77664,3.77664,27.1527986,78.3991439,29.6803266,76.9896254,BTRBPGEN04,GLASS BOTTLE_ROYAL STAG BARREL SELECT_375ml,ROYAL STAG BARREL SELECT,313.0238140061687,0.15,591.09,0.59,530.73,Very High
7567,Imperial Blue,100.0,44950.0,18.0,150,Flint,Whisky,SAMBALPUR,INDIA,Bhubneshwar,INDIA,6.7425,0.0,674.25,21.4705391,83.9761511,20.9603876,82.719444,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,142.08297035949002,0.15,143.7,0.14,5136.66,Very High
7568,Imperial Blue,0.35,44940.0,75.0,400,Flint,Whisky,KOLKATA,INDIA,Hoogly,INDIA,17.976,6.2916,6.291599999999999,22.5726459,88.3638953,22.545643,88.31298178159038,BTIBQOSC08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_750ml,IMPERIAL BLUE,6.029013054053441,0.15,16.26,0.02,5136.66,Very High
7569,Blenders,0.296,44928.0,37.5,250,Flint,Whisky,HYDERABAD,INDIA,Bangalore,INDIA,11.232,3.324672,3.3246719999999996,17.360589,78.4740613,12.9767936,77.590082,BTBPPOSC12,PLAIN BOTTLES - BULK_BLENDERS PRIDE_375ml,BLENDERS PRIDE,496.5964138576476,0.15,836.67,0.84,2580.63,Very High
7570,Imperial Blue,0.55,44928.0,18.0,145,FLINT,WHISKY,FIROZABAD,INDIA,Nalagarh,INDIA,6.51456,3.583008,3.5830080000000004,27.1527986,78.3991439,31.042466,76.7176443,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,462.317748622655,0.15,451.77,0.45,5136.66,Very High
7571,Imperial Blue,100.0,44900.0,18.0,150,Flint,Whisky,AMBALA,INDIA,Derabassi,INDIA,6.735,0.0,673.5,30.3843674,76.770421,30.5964,76.8433,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,24.58936070206829,0.15,24.84,0.02,5136.66,Very High
7572,Imperial Blue,100.0,44864.0,18.0,145,Flint,Whisky,DELHI,INDIA,Derabassi,INDIA,6.50528,0.0,650.528,28.6138954,77.2090057,30.5964,76.8433,BTIBNGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,223.26116642463285,0.15,217.86,0.22,5136.66,Very High
7573,Martell,0.05,44832.0,35.0,505,EXTRA FLINT,COGNAC,FEUQUIERES,FRANCE,ROUILLAC,FRANCE,22.64016,1.132008,1.132008,49.6468192,1.8431889,48.3093474,-2.3667022,110561A,CAR 0L350 XO,MARTELL XO,341.2826571503124,0.15,1159.0,1.16,60.660000000000004,High
7574,100 Pipers,0.3,44800.0,75.0,430,Flint,Whisky,FIROZABAD,INDIA,Derabassi,INDIA,19.264,5.7792,5.7791999999999994,27.1527986,78.3991439,30.5964,76.8433,BTHPQGEN06,GLASS BOTTLE_100 PIPERS_750ml,100 PIPERS,411.7739228089957,0.15,1189.86,1.19,394.82,High
7575,Oaken Glow,0.3,44800.0,75.0,500,Flint,Whisky,FIROZABAD,INDIA,Karnal ,INDIA,22.4,6.72,6.72,27.1527986,78.3991439,29.6803266,76.9896254,BTOGQGEN03,PLAIN BOTTLES - BULK_OAKEN GLOW_750ml,OAKEN GLOW,313.0238140061687,0.15,1051.76,1.05,159.46,High
7576,Blenders,0.527,44736.0,100.0,590,Flint,Whisky,SURAT,INDIA,Hyderabad,INDIA,26.39424,13.9009664,13.90976448,21.2094892,72.8317058,17.360589,78.4740613,BTBPLGEN12,GLASS BOTTLE_BLENDERS PRIDE_1000ml,BLENDERS PRIDE,730.5136458037183,0.15,2892.2,2.89,2580.63,Very High
7577,Royal Stag,0.57,44736.0,18.0,170,FLINT,WHISKY,FIROZABAD,INDIA,Kanpur,INDIA,7.60512,4.3349184,4.334918399999999,27.1527986,78.3991439,26.4609135,80.3217588,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,205.73238983849643,0.15,234.69,0.23,8615.19,Very High
7578,Royal Stag,100.0,44720.0,9.0,95,Flint,Whisky,NASHIK,INDIA,Nashik,INDIA,4.2484,0.0,424.84,20.0112475,73.7902364,20.0112475,73.7902364,BTRSDGEN29,PLAIN BOTTLES - BULK_ROYAL STAG_90ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
7579,Royal Stag,100.0,44704.0,18.0,170,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,7.59968,0.0,759.9680000000001,17.360589,78.4740613,17.360589,78.4740613,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
7580,Imperial Blue,100.0,44698.0,75.0,400,FLINT,WHISKY,YAMUNANAGAR,INDIA,Nalagarh,INDIA,17.8792,0.0,1787.92,30.1231349,77.286329,31.042466,76.7176443,BTIBQGEN27,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,115.81606616105282,0.15,310.6,0.31,5136.66,Very High
7581,Imperial Blue,0.15,44688.0,18.0,145,Flint,Whisky,RISHIKESH,INDIA,Karnal ,INDIA,6.47976,0.971964,0.971964,30.1086537,78.2916193,29.6803266,76.9896254,BTIBNGEN08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,134.24365645026396,0.15,130.48,0.13,5136.66,Very High
7582,Blenders,0.57,44680.0,18.0,150,Flint,Whisky,FIROZABAD,INDIA,Bangalore,INDIA,6.702,3.82014,3.82014,27.1527986,78.3991439,12.9767936,77.590082,BTBPNGEN09,GLASS BOTTLE_BLENDERS PRIDE_180ml,BLENDERS PRIDE,1578.5470665540338,0.05,528.97,0.53,2580.63,Very High
7583,Blenders,0.527,44640.0,100.0,590,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,26.3376,13.871136,13.8799152,21.2094892,72.8317058,20.0112475,73.7902364,BTBPLGEN12,GLASS BOTTLE_BLENDERS PRIDE_1000ml,BLENDERS PRIDE,166.44629632295297,0.15,657.57,0.66,2580.63,Very High
7584,Royal Stag,100.0,44630.0,18.0,170,Flint,Whisky,AMBALA,INDIA,Derabassi,INDIA,7.5871,0.0,758.71,30.3843674,76.770421,30.5964,76.8433,BTRSNGEN29,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,24.58936070206829,0.15,27.98,0.03,8615.19,Very High
7585,Imperial Blue,100.0,44619.0,37.5,240,Flint,Whisky,PANIPAT,INDIA,Derabassi,INDIA,10.70856,0.0,1070.856,29.3912753,76.9771675,30.5964,76.8433,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,134.62241691842428,0.15,216.24,0.22,5136.66,Very High
7586,Havana Club,0.48,44616.0,100.0,625,AMBER,RUM,AVINTES,PORTUGAL,MAYABEQUE,CUBA,27.885,13.3848,13.3848,41.1054014,-8.5507083,22.82541565,-82.07010620179815,BOT100AN0,BOTELLA AMBAR 100 CL STANDARD,HAVANA CLUB,7019.066114309262,0.02,3914.53,3.91,470.94,Very High
7587,Royal Stag,100.0,44616.0,37.5,280,Flint,Whisky,PANIPAT,INDIA,Behror,INDIA,12.49248,0.0,1249.248,29.3912753,76.9771675,27.8900657,76.2858227,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,180.04445537899656,0.15,337.38,0.34,8615.19,Very High
7588,Royal Stag,100.0,44594.0,37.5,280,FLINT,WHISKY,DELHI,INDIA,Karnal ,INDIA,12.48632,0.0,1248.6319999999998,28.6138954,77.2090057,29.6803266,76.9896254,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,120.48031840598772,0.15,225.65,0.23,8615.19,Very High
7589,Royal Stag,100.0,44586.0,75.0,485,FLINT,WHISKY,ULLHASNAG,INDIA,Gwalior,INDIA,21.62421,0.0,2162.4210000000003,19.2236329,73.1671515,26.2037247,78.1573628,BTRSQGEN29,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,929.4533893005054,0.15,3014.8,3.01,8615.19,Very High
7590,Seagrams,0.142,44544.0,37.5,404,Flint,Gin,"WINCHESTER, IN",USA,FORT SMITH,USA,18.02016384,2.560368128,2.5588632652799994,41.95827185,-73.05084571815084,35.3083112,-94.32888672060204,BCC1505553,BC 42G1 DRSV GIN 94 375X24 ARD,SEAGRAM_GIN_STANDARD,1983.9645770804607,0.05,1787.57,1.79,199.20000000000002,High
7591,Imperial Blue,100.0,44540.0,75.0,410,Flint,Whisky,DELHI,INDIA,Karnal ,INDIA,18.2614,0.0,1826.14,28.6138954,77.2090057,29.6803266,76.9896254,BTIBQGEN27,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,120.48031840598772,0.15,330.02,0.33,5136.66,Very High
7592,Royal Stag,100.0,44519.0,75.0,485,Flint,Whisky,AMBALA,INDIA,Derabassi,INDIA,21.591715,0.0,2159.1715,30.3843674,76.770421,30.5964,76.8433,BTRSQGEN29,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,24.58936070206829,0.15,79.64,0.08,8615.19,Very High
7593,Blenders,0.55,44472.0,37.5,250,Flint,Whisky,FIROZABAD,INDIA,Itanagar,INDIA,11.118,6.1149,6.1149,27.1527986,78.3991439,27.0979659,93.6237291,BTBPPOSC12,PLAIN BOTTLES - BULK_BLENDERS PRIDE_375ml,BLENDERS PRIDE,1505.7822499920424,0.05,837.06,0.84,2580.63,Very High
7594,Royal Stag,100.0,44463.0,37.5,280,FLINT,WHISKY,JAIPUR,INDIA,Chomu,INDIA,12.44964,0.0,1244.964,26.9154576,75.8189817,27.1726642,75.720359,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,30.221894024437134,0.15,56.44,0.06,8615.19,Very High
7595,Imperial Blue,100.0,44447.0,75.0,410,Flint,Whisky,DELHI,INDIA,Nalagarh,INDIA,18.22327,0.0,1822.327,28.6138954,77.2090057,31.042466,76.7176443,BTIBQGEN27,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,274.17169148610554,0.15,749.45,0.75,5136.66,Very High
7596,Various,0.78,44422.0,75.0,600,CANELA,WINE,BURGOS,SPAIN,LOGROÑO,SPAIN,26.6532,20.789496,20.789496,42.343926,-3.696977,42.4661196,-2.4396676,1860,BOT BORG TERRA 75 CANEL - 1860,VARIOUS PRW SPAIN,104.12186677061985,0.15,416.28,0.42,358.1,High
7597,Imperial Blue,100.0,44395.0,18.0,150,Flint,Whisky,GUWAHATI,INDIA,Itanagar,INDIA,6.65925,0.0,665.925,26.1805978,91.753943,27.0979659,93.6237291,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,211.99080630099158,0.15,211.75,0.21,5136.66,Very High
7598,Blenders,0.296,44388.0,75.0,410,FLINT,WHISKY,HYDERABAD,INDIA,Hyderabad,INDIA,18.19908,5.38692768,5.386927679999999,17.360589,78.4740613,17.360589,78.4740613,BTBPQOSC13,GLASS BOTTLE_BLENDERS PRIDE_750ml,BLENDERS PRIDE,0.0,0.15,0.0,0.0,2580.63,Very High
7599,JP Wisers,0.22,44352.0,75.0,538,FLINT,WHISKY,BRAMPTON,CANADA,"WINDSOR, ONTARIO",CANADA,23.88976128,5.255747482,5.255747481599999,43.685832,-79.7599366,42.3167397,-83.0373389,1041701,BC JP WIS OLD FASH 750X12 CAN,JP WISER'S OLD FASHIONED,306.90163870454427,0.15,1099.77,1.1,4.92,Medium
7600,Imperial Blue,100.0,44352.0,37.5,240,Flint,Whisky,DELHI,INDIA,Derabassi,INDIA,10.64448,0.0,1064.448,28.6138954,77.2090057,30.5964,76.8433,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,223.26116642463285,0.15,356.47,0.36,5136.66,Very High
7601,Blenders,0.189,44352.0,18.0,220,FLINT,WHISKY,BEHROR,INDIA,Derabassi,INDIA,9.75744,1.84415616,1.8441561600000005,27.8900657,76.2858227,30.5964,76.8433,BTBRNGEN03,GLASS BOTTLE_BLENDERS PRIDE RESERVE COLLECTION_180ml,BLENDERS PRIDE RESERVE COLLECTION,305.75112277687674,0.15,447.5,0.45,436.98,High
7602,Imperial Blue,100.0,44304.0,18.0,145,Flint,Whisky,PANIPAT,INDIA,Kanpur,INDIA,6.42408,0.0,642.408,29.3912753,76.9771675,26.4609135,80.3217588,BTIBNGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,462.70602232694887,0.15,445.87,0.45,5136.66,Very High
7603,Royal Stag,0.527,44280.0,75.0,485,Flint,Whisky,SURAT,INDIA,Goa,INDIA,21.4758,11.310588,11.3177466,21.2094892,72.8317058,15.3004543,74.0855134,BTRSQOSC12,PLAIN BOTTLES - BULK_ROYAL STAG_750ml,ROYAL STAG,670.246281047298,0.15,2159.11,2.16,8615.19,Very High
7604,Wyborowa,0.16,44250.0,114.0,650,FLINT,VODKA,Sieraków,POLAND,ZIELONA GÓRA,POLAND,28.7625,4.602,4.602,52.6513857,16.0808137,51.9383777,15.5050408,6BUWW14XX003,BUTELKA WYBOROWA1140ML 1927,WYBOROWA,88.4243479252976,0.15,381.5,0.38,172.49,High
7605,Blenders,0.3,44250.0,75.0,420,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,18.585,5.5755,5.5755,27.1527986,78.3991439,22.545643,88.31298178159038,BTBPQGEN12,GLASS BOTTLE_BLENDERS PRIDE_750ml,BLENDERS PRIDE,1123.2676406967214,0.05,1043.8,1.04,2580.63,Very High
7606,Royal Stag,100.0,44250.0,18.0,170,Flint,Whisky,VARANASI,INDIA,Kanpur,INDIA,7.5225,0.0,752.25,25.3356491,83.0076292,26.4609135,80.3217588,BTRSNGEN29,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,296.35865120305,0.15,334.4,0.33,8615.19,Very High
7607,Royal Stag,0.55,44232.0,75.0,480,FLINT,WHISKY,FIROZABAD,INDIA,Guwahati,INDIA,21.23136,11.677248,11.677248,27.1527986,78.3991439,26.1805978,91.753943,BTRSQGEN13,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,1330.793921533599,0.05,1412.73,1.41,8615.19,Very High
7608,Imperial Blue,100.0,44220.0,37.5,240,Flint,Whisky,GUWAHATI,INDIA,Guwahati,INDIA,10.6128,0.0,1061.28,26.1805978,91.753943,26.1805978,91.753943,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
7609,Imperial Blue,100.0,44216.0,37.5,240,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,10.61184,0.0,1061.1840000000002,17.360589,78.4740613,17.360589,78.4740613,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
7610,100 Pipers,0.3,44200.0,75.0,430,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,19.006,5.7018,5.7017999999999995,27.1527986,78.3991439,22.545643,88.31298178159038,BTHPQGEN06,GLASS BOTTLE_100 PIPERS_750ml,100 PIPERS,1123.2676406967214,0.05,1067.44,1.07,394.82,High
7611,Imperial Blue,0.296,44184.0,37.5,240,Flint,Whisky,HYDERABAD,INDIA,Bangalore,INDIA,10.60416,3.13883136,3.1388313599999997,17.360589,78.4740613,12.9767936,77.590082,BTIBPOSC07,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,496.5964138576476,0.15,789.9,0.79,5136.66,Very High
7612,Imperial Blue,100.0,44172.0,75.0,410,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,18.11052,0.0,1811.052,17.360589,78.4740613,17.360589,78.4740613,BTIBQGEN27,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
7613,Imperial Blue,0.57,44160.0,18.0,145,Flint,Whisky,FIROZABAD,INDIA,Bhubneshwar,INDIA,6.4032,3.649824,3.649824,27.1527986,78.3991439,20.9603876,82.719444,BTIBNGEN08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,816.2340024625331,0.15,783.98,0.78,5136.66,Very High
7614,Royal Stag,100.0,44124.0,75.0,485,Flint,Whisky,YAMUNANAGAR,INDIA,Derabassi,INDIA,21.40014,0.0,2140.014,30.1231349,77.286329,30.5964,76.8433,BTRSQGEN29,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,67.64754666439383,0.15,217.15,0.22,8615.19,Very High
7615,Royal Stag,0.55,44112.0,37.5,280,Flint,Whisky,FIROZABAD,INDIA,Guwahati,INDIA,12.35136,6.793248,6.793248,27.1527986,78.3991439,26.1805978,91.753943,BTRSPOSC12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,1330.793921533599,0.05,821.86,0.82,8615.19,Very High
7616,Blenders,0.57,44100.0,75.0,420,FLINT,WHISKY,FIROZABAD,INDIA,Karnal ,INDIA,18.522,10.55754,10.557539999999998,27.1527986,78.3991439,29.6803266,76.9896254,BTBPQGEN12,GLASS BOTTLE_BLENDERS PRIDE_750ml,BLENDERS PRIDE,313.0238140061687,0.15,869.67,0.87,2580.63,Very High
7617,Royal Stag,100.0,44088.0,37.5,280,Flint,Whisky,KAMRUP,INDIA,Guwahati,INDIA,12.34464,0.0,1234.464,26.14688605,91.22273972821812,26.1805978,91.753943,BTRSPGEN29,PLAIN BOTTLES - BULK_ROYAL STAG_375ml,ROYAL STAG,53.14727379055086,0.15,98.41,0.1,8615.19,Very High
7618,Royal Stag,100.0,44088.0,37.5,280,FLINT,WHISKY,KAMRUP,INDIA,Guwahati,INDIA,12.34464,0.0,1234.464,26.14688605,91.22273972821812,26.1805978,91.753943,BTRSPGEN29,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,53.14727379055086,0.15,98.41,0.1,8615.19,Very High
7619,Imperial Blue,100.0,44070.0,37.5,240,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,10.5768,0.0,1057.68,17.360589,78.4740613,17.360589,78.4740613,BTIBPGEN27,PLAIN BOTTLES - BULK_IMPERIAL BLUE_375ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
7620,Imperial Blue,100.0,44054.0,37.5,240,FLINT,WHISKY,PANIPAT,INDIA,Derabassi,INDIA,10.57296,0.0,1057.296,29.3912753,76.9771675,30.5964,76.8433,BTIBPGEN27,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,134.62241691842428,0.15,213.5,0.21,5136.66,Very High
7621,Royal Stag,0.415,44032.0,37.5,280,Flint,Whisky,FIROZABAD,INDIA,Daurala,INDIA,12.32896,5.1165184,5.1165183999999995,27.1527986,78.3991439,27.481205,77.0634698,BTRSPGEN12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,136.91602337214246,0.15,253.2,0.25,8615.19,Very High
7622,Blenders,0.15,43950.0,75.0,520,Flint,Whisky,BAHADURGARH,INDIA,Derabassi,INDIA,22.854,3.4281,3.4280999999999997,28.6933239,76.9332373,30.5964,76.8433,BTBRQGEN03,GLASS BOTTLE_BLENDERS PRIDE RESERVE COLLECTION_750ml,BLENDERS PRIDE RESERVE COLLECTION,211.7907947273385,0.15,726.04,0.73,436.98,High
7623,Blenders,0.3,43920.0,75.0,420,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,18.4464,5.53392,5.53392,27.1527986,78.3991439,22.545643,88.31298178159038,BTBPQOSC12,PLAIN BOTTLES - BULK_BLENDERS PRIDE_750ml,BLENDERS PRIDE,1123.2676406967214,0.05,1036.01,1.04,2580.63,Very High
7624,Imperial Blue,0.35,43920.0,37.5,240,Flint,Whisky,VADODARA,INDIA,Nashik,INDIA,10.5408,3.68928,3.68928,22.2973142,73.1942567,20.0112475,73.7902364,BTIBPOSC07,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,261.6030434398766,0.15,413.63,0.41,5136.66,Very High
