,BrandClean,Recycled,Quantity,BottleType,Weight,Colour,Alcohol,SupplierCity,SupplierCountry,DestinationCity,DestinationCountry,Tonnage,Tonnage%PCR,Tonnage_PCR,SupLat,SupLong,DestLat,DestLong,ProductCode/SKU,Product name,Brand,Distance_km,EmissionFactor,Carbon_Impact_kgCO2,Carbon_Impact_tCO2,Brand_Carbon_Impact_t,Emission_Category
2205,Royal Stag,0.55,295200.0,18.0,170,FLINT,WHISKY,FIROZABAD,INDIA,Itanagar,INDIA,50.184,27.6012,27.6012,27.1527986,78.3991439,27.0979659,93.6237291,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,1505.7822499920424,0.05,3778.31,3.78,8615.19,Very High
2206,Royal Stag,0.296,294768.0,37.5,280,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,82.53504,24.43037184,24.430371839999996,17.360589,78.4740613,17.360589,78.4740613,BTRSPOSC12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
2207,Imperial Blue,0.415,294720.0,18.0,145,Flint,Whisky,FIROZABAD,INDIA,Gwalior,INDIA,42.7344,17.734776,17.734776,27.1527986,78.3991439,26.2037247,78.1573628,BTIBNOSC08,PLAIN BOTTLES - BULK_IMPERIAL BLUE_180ml,IMPERIAL BLUE,108.23175854968028,0.15,693.78,0.69,5136.66,Very High
2208,Mumm,0.732,294588.0,75.0,835,CANELA,CHAMPAGNE,REIMS,FRANCE,REIMS,FRANCE,245.98098,180.1552438,180.05807736,49.2577886,4.031926,49.2577886,4.031926,M0200230,BOUT ST - AMBRE - Allégée-,MUMM Blanc de Noirs,0.0,0.15,0.0,0.0,0.0,Very Low
2209,Imperial Blue,100.0,294420.0,18.0,150,Flint,Whisky,Kolhapur,INDIA,Kolhapur,INDIA,44.163,0.0,4416.299999999999,16.7028412,74.2405329,16.7028412,74.2405329,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
2210,Oaken Glow,0.55,294240.0,18.0,155,Flint,Whisky,FIROZABAD,INDIA,Kanpur,INDIA,45.6072,25.08396,25.08396,27.1527986,78.3991439,26.4609135,80.3217588,BTOGNGEN03,GLASS BOTTLE_OAKEN GLOW_180ml,OAKEN GLOW,205.73238983849643,0.15,1407.43,1.41,159.46,High
2211,Havana Club,0.13,294147.0,70.0,580,FLINT,RUM,VENDA NOVA,PORTUGAL,MANZANARES,SPAIN,170.60526,22.1786838,22.1786838,38.6773855,-8.4552427,38.9962242,-3.3722143,12996,BOT HC VERDE 70CL,HAVANA SPICED,441.62655479824207,0.15,11301.57,11.3,11.3,Medium
2212,Imperial Blue,0.3,294080.0,37.5,240,Flint,Whisky,FIROZABAD,INDIA,Kanpur,INDIA,70.5792,21.17376,21.17376,27.1527986,78.3991439,26.4609135,80.3217588,BTIBPGEN07,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,205.73238983849643,0.15,2178.06,2.18,5136.66,Very High
2213,Blenders,0.55,294000.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Derabassi,INDIA,49.98,27.489,27.489,27.1527986,78.3991439,30.5964,76.8433,BTBPNGEN12,GLASS BOTTLE_BLENDERS PRIDE_180ml,BLENDERS PRIDE,411.7739228089957,0.15,3087.07,3.09,2580.63,Very High
2214,Royal Stag,0.35,294000.0,37.5,280,FLINT,WHISKY,VADODARA,INDIA,Nashik,INDIA,82.32,28.812,28.81199999999999,22.2973142,73.1942567,20.0112475,73.7902364,BTRSPOSC12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,261.6030434398766,0.15,3230.27,3.23,8615.19,Very High
2215,Imperial Blue,0.55,293712.0,18.0,145,Flint,Whisky,FIROZABAD,INDIA,Guwahati,INDIA,42.58824,23.423532,23.423532,27.1527986,78.3991439,26.1805978,91.753943,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,1330.793921533599,0.05,2833.81,2.83,5136.66,Very High
2216,Martell,0.05,293400.0,100.0,1250,EXTRA FLINT,COGNAC,FEUQUIERES,FRANCE,ROUILLAC,FRANCE,366.75,18.3375,18.3375,49.6468192,1.8431889,48.3093474,-2.3667022,110558A,CAR 1L000 XO,MARTELL XO,341.2826571503124,0.15,18774.81,18.77,60.660000000000004,High
2217,Royal Stag,0.3,293280.0,9.0,95,Flint,Whisky,FIROZABAD,INDIA,Kanpur,INDIA,27.8616,8.35848,8.35848,27.1527986,78.3991439,26.4609135,80.3217588,BTRSDGEN12,PLAIN BOTTLES - BULK_ROYAL STAG_90ml,ROYAL STAG,205.73238983849643,0.15,859.81,0.86,8615.19,Very High
2218,Royal Stag,0.415,293280.0,37.5,280,Flint,Whisky,FIROZABAD,INDIA,Meghalaya,INDIA,82.1184,34.079136,34.079136,27.1527986,78.3991439,25.5379432,91.2999102,BTRSPOSC12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,1297.3813147251615,0.05,5326.94,5.33,8615.19,Very High
2219,Royal Stag,0.55,293040.0,50.0,400,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,117.216,64.4688,64.4688,27.1527986,78.3991439,22.545643,88.31298178159038,BTRSHGEN12,PLAIN BOTTLES - BULK_ROYAL STAG_500ml,ROYAL STAG,1123.2676406967214,0.05,6583.25,6.58,8615.19,Very High
2220,Royal Stag,0.415,292944.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Gwalior,INDIA,49.80048,20.6671992,20.6671992,27.1527986,78.3991439,26.2037247,78.1573628,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,108.23175854968028,0.15,808.5,0.81,8615.19,Very High
2221,Imperial Blue,0.415,292800.0,18.0,145,Flint,Whisky,FIROZABAD,INDIA,Derabassi,INDIA,42.456,17.61924,17.61924,27.1527986,78.3991439,30.5964,76.8433,BTIBNGEN08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,411.7739228089957,0.15,2622.34,2.62,5136.66,Very High
2222,Royal Stag,0.527,292384.0,37.5,280,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,81.86752,43.11689387,43.14418304,21.2094892,72.8317058,20.0112475,73.7902364,BTRSPGEN12,PLAIN BOTTLES - BULK_ROYAL STAG_375ml,ROYAL STAG,166.44629632295297,0.15,2043.98,2.04,8615.19,Very High
2223,Royal Stag,0.527,292248.0,75.0,485,Flint,Whisky,SURAT,INDIA,Nashik,INDIA,141.74028,74.6498808,74.69712756000001,21.2094892,72.8317058,20.0112475,73.7902364,BTRSQGEN12,PLAIN BOTTLES - BULK_ROYAL STAG_750ml,ROYAL STAG,166.44629632295297,0.15,3538.82,3.54,8615.19,Very High
2224,Royal Stag,0.55,292240.0,9.0,95,Flint,Whisky,FIROZABAD,INDIA,Gwalior,INDIA,27.7628,15.26954,15.26954,27.1527986,78.3991439,26.2037247,78.1573628,BTRSDGEN12,GLASS BOTTLE_ROYAL STAG_90ml,ROYAL STAG,108.23175854968028,0.15,450.72,0.45,8615.19,Very High
2225,Various,0.61,292032.0,75.0,518,DEAD LEAF,WINE,Adelaide,Australia,Rowland Flat,AUSTRALIA,151.272576,92.27627136,92.27627136,-34.9281805,138.5999312,-34.57086165,138.92841765443825,BTL01015,750ML AG SC RIES 5403,VARIOUS PRW AUSTRALIA,49.79284901513593,0.15,1129.84,1.13,242.76999999999998,High
2226,Blenders,0.57,292000.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Itanagar,INDIA,49.64,28.2948,28.2948,27.1527986,78.3991439,27.0979659,93.6237291,BTBPNGEN12,GLASS BOTTLE_BLENDERS PRIDE_180ml,BLENDERS PRIDE,1505.7822499920424,0.05,3737.35,3.74,2580.63,Very High
2227,Royal Stag,0.415,291924.0,75.0,485,Flint,Whisky,FIROZABAD,INDIA,Gwalior,INDIA,141.58314,58.7570031,58.75700309999999,27.1527986,78.3991439,26.2037247,78.1573628,BTRSQOSC12,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,108.23175854968028,0.15,2298.57,2.3,8615.19,Very High
2228,Imperial Blue,100.0,291769.0,18.0,150,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,43.76535,0.0,4376.535,17.360589,78.4740613,17.360589,78.4740613,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
2229,Royal Stag,0.16,291312.0,37.5,280,Flint,Whisky,FIROZABAD,INDIA,Kanpur,INDIA,81.56736,13.0507776,13.0507776,27.1527986,78.3991439,26.4609135,80.3217588,BTRSPOSC12,PLAIN BOTTLES - BULK_ROYAL STAG_375ml,ROYAL STAG,205.73238983849643,0.15,2517.16,2.52,8615.19,Very High
2230,Imperial Blue,100.0,291289.0,18.0,145,FLINT,WHISKY,DELHI,INDIA,Behror,INDIA,42.236905,0.0,4223.6905,28.6138954,77.2090057,27.8900657,76.2858227,BTIBNGEN27,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,121.05535204586752,0.15,766.95,0.77,5136.66,Very High
2231,Royal Stag,100.0,290769.0,75.0,485,FLINT,WHISKY,PANIPAT,INDIA,Derabassi,INDIA,141.022965,0.0,14102.2965,29.3912753,76.9771675,30.5964,76.8433,BTRSQGEN29,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,134.62241691842428,0.15,2847.73,2.85,8615.19,Very High
2232,Royal Stag,0.57,290640.0,37.5,280,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,81.3792,46.386144,46.386143999999994,27.1527986,78.3991439,22.545643,88.31298178159038,BTRSPOSC12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,1123.2676406967214,0.05,4570.53,4.57,8615.19,Very High
2233,Royal Stag,0.287,289980.0,37.5,280,Flint,Whisky,AURANGABAD,INDIA,Nashik,INDIA,81.1944,23.3027928,23.3027928,24.7536696,84.3746725,20.0112475,73.7902364,BTRSPGEN12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,1208.675966836246,0.05,4906.89,4.91,8615.19,Very High
2234,Imperial Blue,0.3,289920.0,37.5,240,Flint,Whisky,FIROZABAD,INDIA,Derabassi,INDIA,69.5808,20.87424,20.874239999999997,27.1527986,78.3991439,30.5964,76.8433,BTIBPGEN07,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,411.7739228089957,0.15,4297.73,4.3,5136.66,Very High
2235,Royal Stag,0.3,289800.0,75.0,485,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,140.553,42.1659,42.1659,27.1527986,78.3991439,22.545643,88.31298178159038,BTRSQOSC12,PLAIN BOTTLES - BULK_ROYAL STAG_750ml,ROYAL STAG,1123.2676406967214,0.05,7893.93,7.89,8615.19,Very High
2236,Lillet,0.13,289536.0,75.0,490,FLINT,LIQUOR,VENDA NOVA,PORTUGAL,LORMONT,FRANCE,141.87264,18.4434432,18.4434432,38.6773855,-8.4552427,44.8791708,-0.5216683,325180,BOUTEILLE LILLET 75CL,LILLET_BLANC,952.1541406332108,0.15,20262.69,20.26,235.92000000000002,High
2237,Royal Stag,0.55,289280.0,37.5,280,Flint,Whisky,FIROZABAD,INDIA,Kanpur,INDIA,80.9984,44.54912,44.54912000000001,27.1527986,78.3991439,26.4609135,80.3217588,BTRSPGEN12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,205.73238983849643,0.15,2499.6,2.5,8615.19,Very High
2238,Royal Stag,0.55,289200.0,37.5,280,FLINT,WHISKY,FIROZABAD,INDIA,Chomu,INDIA,80.976,44.5368,44.53680000000001,27.1527986,78.3991439,27.1726642,75.720359,BTRSPOSC12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,265.0207244751439,0.15,3219.05,3.22,8615.19,Very High
2239,Blenders,0.55,288240.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Bhubneshwar,INDIA,49.0008,26.95044,26.95044,27.1527986,78.3991439,20.9603876,82.719444,BTBPNGEN12,GLASS BOTTLE_BLENDERS PRIDE_180ml,BLENDERS PRIDE,816.2340024625331,0.15,5999.42,6.0,2580.63,Very High
2240,Imperial Blue,0.296,288192.0,75.0,410,Flint,Whisky,HYDERABAD,INDIA,Hyderabad,INDIA,118.15872,34.97498112,34.97498112,17.360589,78.4740613,17.360589,78.4740613,BTIBQOSC07,GLASS BOTTLE_IMPERIAL BLUE_750ml,IMPERIAL BLUE,0.0,0.15,0.0,0.0,5136.66,Very High
2241,Blenders,0.3,288000.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Bhubneshwar,INDIA,48.96,14.688,14.688,27.1527986,78.3991439,20.9603876,82.719444,BTBPNOSC12,PLAIN BOTTLES - BULK_BLENDERS PRIDE_180ml,BLENDERS PRIDE,816.2340024625331,0.15,5994.42,5.99,2580.63,Very High
2242,Imperial Blue,0.3,288000.0,37.5,240,Flint,Whisky,FIROZABAD,INDIA,Hoogly,INDIA,69.12,20.736,20.736,27.1527986,78.3991439,22.545643,88.31298178159038,BTIBPOSC07,PLAIN BOTTLES - BULK_IMPERIAL BLUE_375ml,IMPERIAL BLUE,1123.2676406967214,0.05,3882.01,3.88,5136.66,Very High
2243,Royal Stag,0.16,288000.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Guwahati,INDIA,48.96,7.8336,7.833600000000001,27.1527986,78.3991439,26.1805978,91.753943,BTRSNGEN12,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,1330.793921533599,0.05,3257.78,3.26,8615.19,Very High
2244,Royal Stag,0.35,288000.0,18.0,170,Flint,Whisky,VADODARA,INDIA,Kolhapur,INDIA,48.96,17.136,17.136,22.2973142,73.1942567,16.7028412,74.2405329,BTRSNGEN12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,631.6593746262783,0.15,4638.91,4.64,8615.19,Very High
2245,Royal Stag,0.3,288000.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Derabassi,INDIA,48.96,14.688,14.688,27.1527986,78.3991439,30.5964,76.8433,BTRSNGEN12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,411.7739228089957,0.15,3024.07,3.02,8615.19,Very High
2246,Royal Stag,0.55,288000.0,18.0,170,Flint,Whisky,FIROZABAD,INDIA,Derabassi,INDIA,48.96,26.928,26.928000000000004,27.1527986,78.3991439,30.5964,76.8433,BTRSNOSC12,PLAIN BOTTLES - BULK_ROYAL STAG_180ml,ROYAL STAG,411.7739228089957,0.15,3024.07,3.02,8615.19,Very High
2247,Royal Stag,0.3,288000.0,37.5,280,Flint,Whisky,FIROZABAD,INDIA,Ranchi,INDIA,80.64,24.192,24.192,27.1527986,78.3991439,23.3700501,85.3250387,BTRSPOSC12,PLAIN BOTTLES - BULK_ROYAL STAG_375ml,ROYAL STAG,813.3894004176668,0.15,9838.76,9.84,8615.19,Very High
2248,Royal Stag,0.35,288000.0,18.0,170,FLINT,WHISKY,VADODARA,INDIA,Kolhapur,INDIA,48.96,17.136,17.136,22.2973142,73.1942567,16.7028412,74.2405329,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,631.6593746262783,0.15,4638.91,4.64,8615.19,Very High
2249,Royal Stag,0.3,288000.0,18.0,170,FLINT,WHISKY,FIROZABAD,INDIA,Hoogly,INDIA,48.96,14.688,14.688,27.1527986,78.3991439,22.545643,88.31298178159038,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,1123.2676406967214,0.05,2749.76,2.75,8615.19,Very High
2250,Royal Stag,0.15,287660.0,75.0,485,FLINT,WHISKY,RISHIKESH,INDIA,Karnal ,INDIA,139.5151,20.927265,20.927265,30.1086537,78.2916193,29.6803266,76.9896254,BTRSQGEN12,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,134.24365645026396,0.15,2809.35,2.81,8615.19,Very High
2251,Royal Stag,0.527,287376.0,75.0,485,FLINT,WHISKY,SURAT,INDIA,Gwalior,INDIA,139.37736,73.4054096,73.45186872000001,21.2094892,72.8317058,26.2037247,78.1573628,BTRSQGEN12,GLASS BOTTLE_ROYAL STAG_750ml,ROYAL STAG,775.9281726525912,0.15,16222.02,16.22,8615.19,Very High
2252,Imperial Blue,0.527,287184.0,18.0,145,FLINT,WHISKY,SURAT,INDIA,Goa,INDIA,41.64168,21.9312848,21.94516536,21.2094892,72.8317058,15.3004543,74.0855134,BTIBNOSC08,GLASS BOTTLE_IMPERIAL BLUE_180ml,IMPERIAL BLUE,670.246281047298,0.15,4186.53,4.19,5136.66,Very High
2253,Imperial Blue,0.35,287064.0,37.5,240,FLINT,WHISKY,KOLKATA,INDIA,Hoogly,INDIA,68.89536,24.113376,24.113376,22.5726459,88.3638953,22.545643,88.31298178159038,BTIBPOSC07,GLASS BOTTLE_IMPERIAL BLUE_375ml,IMPERIAL BLUE,6.029013054053441,0.15,62.31,0.06,5136.66,Very High
2254,Royal Stag,0.35,287040.0,18.0,170,FLINT,WHISKY,KOLKATA,INDIA,Guwahati,INDIA,48.7968,17.07888,17.078879999999998,22.5726459,88.3638953,26.1805978,91.753943,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,527.9881018853611,0.15,3864.62,3.86,8615.19,Very High
2255,Blenders,0.296,286884.0,75.0,420,Flint,Whisky,HYDERABAD,INDIA,Bangalore,INDIA,120.49128,35.66541888,35.66541888,17.360589,78.4740613,12.9767936,77.590082,BTBPQOSC12,GLASS BOTTLE_BLENDERS PRIDE_750ml,BLENDERS PRIDE,496.5964138576476,0.15,8975.33,8.98,2580.63,Very High
2256,Blenders,0.55,286848.0,9.0,95,Flint,Whisky,FIROZABAD,INDIA,Gwalior,INDIA,27.25056,14.987808,14.987808,27.1527986,78.3991439,26.2037247,78.1573628,BTBPDGEN12,PLAIN BOTTLES - BULK_BLENDERS PRIDE_90ml,BLENDERS PRIDE,108.23175854968028,0.15,442.41,0.44,2580.63,Very High
2257,Royal Stag,0.296,286848.0,37.5,280,FLINT,WHISKY,HYDERABAD,INDIA,Hyderabad,INDIA,80.31744,23.77396224,23.77396224,17.360589,78.4740613,17.360589,78.4740613,BTRSPOSC12,GLASS BOTTLE_ROYAL STAG_375ml,ROYAL STAG,0.0,0.15,0.0,0.0,8615.19,Very High
2258,Blenders,0.35,286800.0,37.5,250,FLINT,WHISKY,VADODARA,INDIA,Hyderabad,INDIA,71.7,25.095,25.095,22.2973142,73.1942567,17.360589,78.4740613,BTBPPGEN12,GLASS BOTTLE_BLENDERS PRIDE_375ml,BLENDERS PRIDE,778.4975017786313,0.15,8372.74,8.37,2580.63,Very High
2259,Ricard,0.57,286572.0,100.0,610,DEAD LEAF,ANISEED,LLODIO - AIALA,SPAIN,MARSEILLE,FRANCE,174.80892,99.6410844,99.6410844,43.1468739,-2.9592804,43.2961743,5.3699525,320000,BOUT RICARD FP 100CL,RICARD ORIGINAL,674.8340644598954,0.15,17695.05,17.7,591.03,Very High
2260,Royal Stag,0.55,286512.0,18.0,170,FLINT,WHISKY,FIROZABAD,INDIA,Derabassi,INDIA,48.70704,26.788872,26.788872,27.1527986,78.3991439,30.5964,76.8433,BTRSNOSC12,GLASS BOTTLE_ROYAL STAG_180ml,ROYAL STAG,411.7739228089957,0.15,3008.44,3.01,8615.19,Very High
